CustomerID,AgeGroup,City,State,Postal Code,Region,Occupation,Gender,MaritalStatus,MonthlyIncome
ATQCUS3372,21-24,Philadelphia,Pennsylvania,19140,East,Salaried Other,Male,Single,74488
ATQCUS0289,25-34,Philadelphia,Pennsylvania,19140,East,Freelancers,Male,Married,83348
ATQCUS1516,35-45,Philadelphia,Pennsylvania,19140,East,Government Empl.,Male,Married,141325
ATQCUS2019,21-24,Philadelphia,Pennsylvania,19140,East,Salaried Other,Female,Married,73450
ATQCUS3779,21-24,Philadelphia,Pennsylvania,19140,East,Salaried Other,Female,Single,78803
ATQCUS1603,35-45,Philadelphia,Pennsylvania,19140,East,Freelancers,Male,Married,91378
ATQCUS2000,45+,Houston,Texas,77095,Central,Government Empl.,Male,Married,147450
ATQCUS1715,45+,Richardson,Texas,75080,Central,Business Owners,Male,Married,186875
ATQCUS0005,21-24,Richardson,Texas,75080,Central,Salaried IT Empl.,Male,Married,116830
ATQCUS2382,25-34,Houston,Texas,77041,Central,Salaried IT Empl.,Female,Married,163200
ATQCUS2412,25-34,Houston,Texas,77041,Central,Salaried Other,Female,Married,99305
ATQCUS1967,45+,Houston,Texas,77041,Central,Salaried Other,Male,Married,113233
ATQCUS0172,25-34,Houston,Texas,77041,Central,Salaried IT Empl.,Male,Married,156310
ATQCUS3292,21-24,Naperville,Illinois,60540,Central,Freelancers,Male,Single,64655
ATQCUS2399,25-34,Los Angeles,California,90049,West,Salaried Other,Female,Married,97280
ATQCUS3222,21-24,Melbourne,Florida,32935,South,Freelancers,Male,Single,70830
ATQCUS1375,35-45,Eagan,Minnesota,55122,Central,Salaried IT Empl.,Male,Married,170778
ATQCUS3967,25-34,Eagan,Minnesota,55122,Central,Salaried Other,Female,Single,98880
ATQCUS1416,35-45,Westland,Michigan,48185,Central,Salaried Other,Male,Married,98638
ATQCUS0596,25-34,Dover,Delaware,19901,East,Government Empl.,Male,Married,129908
ATQCUS0917,35-45,Dover,Delaware,19901,East,Salaried IT Empl.,Male,Married,157228
ATQCUS0891,35-45,New Albany,Indiana,47150,Central,Salaried IT Empl.,Male,Married,161680
ATQCUS2068,21-24,New Albany,Indiana,47150,Central,Salaried IT Empl.,Female,Married,117068
ATQCUS2968,45+,New Albany,Indiana,47150,Central,Salaried IT Empl.,Female,Married,188288
ATQCUS1291,35-45,New Albany,Indiana,47150,Central,Freelancers,Male,Married,99315
ATQCUS2949,35-45,New York City,New York,10024,East,Freelancers,Female,Married,90473
ATQCUS0836,25-34,New York City,New York,10024,East,Business Owners,Male,Married,167000
ATQCUS2176,25-34,Troy,New York,12180,East,Government Empl.,Female,Married,130545
ATQCUS0390,25-34,Troy,New York,12180,East,Salaried Other,Male,Married,93458
ATQCUS2658,35-45,Troy,New York,12180,East,Salaried IT Empl.,Female,Married,156838
ATQCUS1075,35-45,Troy,New York,12180,East,Salaried IT Empl.,Male,Married,156845
ATQCUS3792,21-24,Troy,New York,12180,East,Freelancers,Female,Single,69508
ATQCUS0904,35-45,Troy,New York,12180,East,Salaried IT Empl.,Male,Married,166503
ATQCUS0972,35-45,Troy,New York,12180,East,Salaried Other,Male,Married,102343
ATQCUS3197,21-24,Los Angeles,California,90004,West,Salaried Other,Male,Single,71868
ATQCUS3453,25-34,Los Angeles,California,90004,West,Salaried IT Empl.,Male,Single,155435
ATQCUS0740,25-34,Los Angeles,California,90004,West,Freelancers,Male,Married,83985
ATQCUS0091,21-24,Los Angeles,California,90004,West,Salaried IT Empl.,Male,Married,124338
ATQCUS2741,35-45,Chicago,Illinois,60610,Central,Salaried Other,Female,Married,98268
ATQCUS1704,45+,Gilbert,Arizona,85234,West,Business Owners,Male,Married,202805
ATQCUS3103,45+,Gilbert,Arizona,85234,West,Salaried Other,Female,Married,111798
ATQCUS2435,25-34,Springfield,Virginia,22153,South,Freelancers,Female,Married,91085
ATQCUS1047,35-45,New York City,New York,10009,East,Freelancers,Male,Married,90803
ATQCUS2431,25-34,Jackson,Michigan,49201,Central,Freelancers,Female,Married,88473
ATQCUS1922,45+,Memphis,Tennessee,38109,South,Salaried Other,Male,Married,103830
ATQCUS3345,21-24,Memphis,Tennessee,38109,South,Freelancers,Male,Single,62220
ATQCUS0915,35-45,Memphis,Tennessee,38109,South,Salaried IT Empl.,Male,Married,174345
ATQCUS2328,25-34,Houston,Texas,77041,Central,Freelancers,Female,Married,90768
ATQCUS0495,25-34,Houston,Texas,77041,Central,Salaried Other,Male,Married,101708
ATQCUS2427,25-34,Houston,Texas,77041,Central,Business Owners,Female,Married,182798
ATQCUS3813,21-24,Houston,Texas,77070,Central,Salaried IT Empl.,Female,Single,117878
ATQCUS0797,25-34,Decatur,Alabama,35601,South,Salaried IT Empl.,Male,Married,149165
ATQCUS3917,25-34,Decatur,Alabama,35601,South,Salaried IT Empl.,Female,Single,150810
ATQCUS3542,25-34,San Francisco,California,94122,West,Salaried IT Empl.,Male,Single,157560
ATQCUS1173,35-45,San Francisco,California,94122,West,Freelancers,Male,Married,90735
ATQCUS2204,25-34,Durham,North Carolina,27707,South,Salaried IT Empl.,Female,Married,164460
ATQCUS1449,35-45,Chicago,Illinois,60623,Central,Business Owners,Male,Married,186128
ATQCUS1522,35-45,Columbia,South Carolina,29203,South,Salaried IT Empl.,Male,Married,162325
ATQCUS2921,35-45,Rochester,Minnesota,55901,Central,Salaried Other,Female,Married,99783
ATQCUS1495,35-45,Rochester,Minnesota,55901,Central,Freelancers,Male,Married,97008
ATQCUS3333,21-24,Houston,Texas,77095,Central,Business Owners,Male,Single,133603
ATQCUS3742,21-24,Los Angeles,California,90036,West,Salaried IT Empl.,Female,Single,120675
ATQCUS2719,35-45,Los Angeles,California,90036,West,Salaried IT Empl.,Female,Married,151973
ATQCUS3842,21-24,Los Angeles,California,90036,West,Salaried IT Empl.,Female,Single,127405
ATQCUS0384,25-34,Minneapolis,Minnesota,55407,Central,Salaried Other,Male,Married,97395
ATQCUS2608,35-45,Minneapolis,Minnesota,55407,Central,Business Owners,Female,Married,181235
ATQCUS2674,35-45,Minneapolis,Minnesota,55407,Central,Salaried Other,Female,Married,100278
ATQCUS3657,35-45,Portland,Oregon,97206,West,Business Owners,Male,Single,194790
ATQCUS1599,35-45,New York City,New York,10009,East,Freelancers,Male,Married,93005
ATQCUS0292,25-34,San Francisco,California,94122,West,Freelancers,Male,Married,86428
ATQCUS1224,35-45,Saint Paul,Minnesota,55106,Central,Salaried IT Empl.,Male,Married,161933
ATQCUS2992,45+,Chicago,Illinois,60610,Central,Business Owners,Female,Married,194285
ATQCUS0215,25-34,Chicago,Illinois,60610,Central,Business Owners,Male,Married,173270
ATQCUS0157,25-34,Chicago,Illinois,60610,Central,Salaried IT Empl.,Male,Married,151388
ATQCUS1390,35-45,Rochester,Minnesota,55901,Central,Salaried IT Empl.,Male,Married,171703
ATQCUS0601,25-34,Aurora,Colorado,80013,West,Salaried IT Empl.,Male,Married,149835
ATQCUS3531,25-34,Aurora,Colorado,80013,West,Freelancers,Male,Single,90208
ATQCUS2377,25-34,Aurora,Colorado,80013,West,Salaried IT Empl.,Female,Married,152850
ATQCUS3142,21-24,Charlotte,North Carolina,28205,South,Salaried IT Empl.,Male,Single,123750
ATQCUS0786,25-34,Charlotte,North Carolina,28205,South,Salaried IT Empl.,Male,Married,157688
ATQCUS2672,35-45,Charlotte,North Carolina,28205,South,Salaried Other,Female,Married,96695
ATQCUS0977,35-45,Orland Park,Illinois,60462,Central,Salaried Other,Male,Married,109623
ATQCUS0515,25-34,New York City,New York,10035,East,Salaried Other,Male,Married,99455
ATQCUS2910,35-45,Urbandale,Iowa,50322,Central,Salaried IT Empl.,Female,Married,167635
ATQCUS1842,45+,Urbandale,Iowa,50322,Central,Salaried Other,Male,Married,109710
ATQCUS1162,35-45,Columbus,Ohio,43229,East,Business Owners,Male,Married,193780
ATQCUS1514,35-45,Columbus,Ohio,43229,East,Government Empl.,Male,Married,138310
ATQCUS2917,35-45,Columbus,Ohio,43229,East,Salaried Other,Female,Married,107153
ATQCUS1502,35-45,Columbus,Ohio,43229,East,Freelancers,Male,Married,94015
ATQCUS0530,25-34,Seattle,Washington,98103,West,Business Owners,Male,Married,167025
ATQCUS0103,21-24,Bristol,Tennessee,37620,South,Freelancers,Male,Married,66083
ATQCUS0556,25-34,Wilmington,Delaware,19805,East,Freelancers,Male,Married,91605
ATQCUS3392,21-24,Wilmington,Delaware,19805,East,Freelancers,Male,Single,62040
ATQCUS0433,25-34,Wilmington,Delaware,19805,East,Freelancers,Male,Married,89998
ATQCUS0508,25-34,Wilmington,Delaware,19805,East,Salaried Other,Male,Married,90783
ATQCUS1007,35-45,Wilmington,Delaware,19805,East,Business Owners,Male,Married,179000
ATQCUS3926,25-34,Houston,Texas,77041,Central,Salaried Other,Female,Single,99933
ATQCUS0493,25-34,Bloomington,Illinois,61701,Central,Salaried Other,Male,Married,95603
ATQCUS3973,25-34,Phoenix,Arizona,85023,West,Freelancers,Female,Single,85213
ATQCUS0011,21-24,Phoenix,Arizona,85023,West,Salaried IT Empl.,Male,Married,113610
ATQCUS1467,35-45,Los Angeles,California,90004,West,Freelancers,Male,Married,93785
ATQCUS0741,25-34,Los Angeles,California,90004,West,Freelancers,Male,Married,84008
ATQCUS2085,25-34,Columbus,Ohio,43229,East,Salaried IT Empl.,Female,Married,154535
ATQCUS0104,21-24,Columbus,Ohio,43229,East,Freelancers,Male,Married,68380
ATQCUS2125,25-34,Columbus,Ohio,43229,East,Salaried Other,Female,Married,100425
ATQCUS1553,35-45,Roseville,California,95661,West,Salaried Other,Male,Married,99205
ATQCUS2520,25-34,Roseville,California,95661,West,Government Empl.,Female,Married,133865
ATQCUS1127,35-45,Roseville,California,95661,West,Salaried Other,Male,Married,107805
ATQCUS0501,25-34,Roseville,California,95661,West,Salaried Other,Male,Married,98875
ATQCUS1296,35-45,Roseville,California,95661,West,Freelancers,Male,Married,97680
ATQCUS2226,25-34,Roseville,California,95661,West,Salaried Other,Female,Married,97183
ATQCUS1404,35-45,Roseville,California,95661,West,Salaried Other,Male,Married,103923
ATQCUS2342,25-34,Philadelphia,Pennsylvania,19140,East,Government Empl.,Female,Married,127033
ATQCUS0423,25-34,San Francisco,California,94122,West,Freelancers,Male,Married,85693
ATQCUS0712,25-34,San Francisco,California,94122,West,Freelancers,Male,Married,89048
ATQCUS3084,45+,San Francisco,California,94122,West,Government Empl.,Female,Married,155493
ATQCUS2626,35-45,Independence,Missouri,64055,Central,Freelancers,Female,Married,92393
ATQCUS1647,35-45,Pasadena,California,91104,West,Government Empl.,Male,Married,133093
ATQCUS3160,21-24,Newark,Ohio,43055,East,Salaried IT Empl.,Male,Single,121768
ATQCUS0961,35-45,Franklin,Wisconsin,53132,Central,Salaried Other,Male,Married,100913
ATQCUS0957,35-45,Franklin,Wisconsin,53132,Central,Salaried Other,Male,Married,107703
ATQCUS1588,35-45,Franklin,Wisconsin,53132,Central,Business Owners,Male,Married,195330
ATQCUS2321,25-34,Franklin,Wisconsin,53132,Central,Business Owners,Female,Married,175045
ATQCUS3794,21-24,Scottsdale,Arizona,85254,West,Freelancers,Female,Single,66043
ATQCUS1674,45+,Scottsdale,Arizona,85254,West,Salaried Other,Male,Married,116663
ATQCUS2367,25-34,San Jose,California,95123,West,Salaried IT Empl.,Female,Married,148095
ATQCUS1761,45+,San Jose,California,95123,West,Salaried IT Empl.,Male,Married,166888
ATQCUS1036,35-45,San Jose,California,95123,West,Freelancers,Male,Married,88830
ATQCUS3283,21-24,Seattle,Washington,98105,West,Business Owners,Male,Single,141963
ATQCUS2168,25-34,Seattle,Washington,98115,West,Government Empl.,Female,Married,129965
ATQCUS1604,35-45,Edmond,Oklahoma,73034,Central,Freelancers,Male,Married,92803
ATQCUS0845,25-34,Edmond,Oklahoma,73034,Central,Business Owners,Male,Married,181903
ATQCUS1452,35-45,Los Angeles,California,90045,West,Business Owners,Male,Married,188198
ATQCUS0706,25-34,Philadelphia,Pennsylvania,19134,East,Business Owners,Male,Married,179163
ATQCUS0624,25-34,Carlsbad,New Mexico,88220,West,Salaried IT Empl.,Male,Married,156813
ATQCUS0055,21-24,Seattle,Washington,98115,West,Business Owners,Male,Married,128008
ATQCUS3850,21-24,San Antonio,Texas,78207,Central,Salaried Other,Female,Single,72348
ATQCUS1149,35-45,San Antonio,Texas,78207,Central,Business Owners,Male,Married,180298
ATQCUS1873,45+,San Antonio,Texas,78207,Central,Freelancers,Male,Married,97635
ATQCUS2782,35-45,San Antonio,Texas,78207,Central,Salaried IT Empl.,Female,Married,153715
ATQCUS3047,45+,San Antonio,Texas,78207,Central,Salaried IT Empl.,Female,Married,183783
ATQCUS2596,35-45,San Antonio,Texas,78207,Central,Salaried Other,Female,Married,105910
ATQCUS2437,25-34,San Antonio,Texas,78207,Central,Freelancers,Female,Married,81688
ATQCUS2728,35-45,Los Angeles,California,90004,West,Salaried IT Empl.,Female,Married,160965
ATQCUS1524,35-45,Los Angeles,California,90004,West,Salaried IT Empl.,Male,Married,167863
ATQCUS1039,35-45,Los Angeles,California,90004,West,Freelancers,Male,Married,90598
ATQCUS2500,25-34,Chicago,Illinois,60623,Central,Business Owners,Female,Married,177928
ATQCUS0142,25-34,Chicago,Illinois,60623,Central,Salaried IT Empl.,Male,Married,151480
ATQCUS2840,35-45,Houston,Texas,77036,Central,Salaried Other,Female,Married,111730
ATQCUS2194,25-34,Newark,Ohio,43055,East,Salaried IT Empl.,Female,Married,160195
ATQCUS3081,45+,Newark,Ohio,43055,East,Freelancers,Female,Married,104578
ATQCUS2216,25-34,New York City,New York,10009,East,Salaried IT Empl.,Female,Married,164140
ATQCUS3328,21-24,Decatur,Illinois,62521,Central,Salaried Other,Male,Single,74923
ATQCUS2497,25-34,Decatur,Illinois,62521,Central,Business Owners,Female,Married,173623
ATQCUS0562,25-34,Monroe,Louisiana,71203,South,Freelancers,Male,Married,88045
ATQCUS3514,25-34,Monroe,Louisiana,71203,South,Salaried Other,Male,Single,96620
ATQCUS0295,25-34,Monroe,Louisiana,71203,South,Government Empl.,Male,Married,128913
ATQCUS1100,35-45,Fairfield,Connecticut,6824,East,Salaried IT Empl.,Male,Married,157345
ATQCUS1458,35-45,Los Angeles,California,90032,West,Business Owners,Male,Married,188313
ATQCUS1832,45+,Grand Prairie,Texas,75051,Central,Salaried Other,Male,Married,115458
ATQCUS3046,45+,Grand Prairie,Texas,75051,Central,Salaried IT Empl.,Female,Married,167485
ATQCUS3132,45+,New York City,New York,10035,East,Business Owners,Female,Married,176178
ATQCUS0683,25-34,New York City,New York,10035,East,Business Owners,Male,Married,176378
ATQCUS3402,21-24,New York City,New York,10035,East,Government Empl.,Male,Single,101500
ATQCUS1063,35-45,New York City,New York,10035,East,Government Empl.,Male,Married,131828
ATQCUS3703,35-45,New York City,New York,10035,East,Business Owners,Male,Single,171810
ATQCUS2062,21-24,Redlands,California,92374,West,Salaried Other,Female,Married,75360
ATQCUS3488,25-34,Hamilton,Ohio,45011,East,Freelancers,Male,Single,83285
ATQCUS1025,35-45,Hamilton,Ohio,45011,East,Freelancers,Male,Married,92365
ATQCUS2271,25-34,Westfield,New Jersey,7090,East,Government Empl.,Female,Married,128948
ATQCUS2080,25-34,Philadelphia,Pennsylvania,19120,East,Salaried IT Empl.,Female,Married,151243
ATQCUS2983,45+,Philadelphia,Pennsylvania,19120,East,Salaried Other,Female,Married,104850
ATQCUS1110,35-45,Akron,Ohio,44312,East,Salaried Other,Male,Married,96393
ATQCUS1331,35-45,Denver,Colorado,80219,West,Freelancers,Male,Married,86630
ATQCUS3683,35-45,Denver,Colorado,80219,West,Salaried Other,Male,Single,104288
ATQCUS3604,25-34,Dallas,Texas,75220,Central,Freelancers,Male,Single,88028
ATQCUS2493,25-34,Franklin,Tennessee,37064,South,Salaried Other,Female,Married,102598
ATQCUS0884,25-34,Whittier,California,90604,West,Government Empl.,Male,Married,129313
ATQCUS1424,35-45,Saginaw,Michigan,48601,Central,Salaried Other,Male,Married,109278
ATQCUS1266,35-45,Saginaw,Michigan,48601,Central,Salaried Other,Male,Married,98380
ATQCUS3455,25-34,Saginaw,Michigan,48601,Central,Salaried IT Empl.,Male,Single,155185
ATQCUS1953,45+,Saginaw,Michigan,48601,Central,Salaried IT Empl.,Male,Married,171423
ATQCUS0739,25-34,Saginaw,Michigan,48601,Central,Freelancers,Male,Married,88575
ATQCUS2077,21-24,Dallas,Texas,75220,Central,Freelancers,Female,Married,65978
ATQCUS1861,45+,Medina,Ohio,44256,East,Business Owners,Male,Married,211035
ATQCUS1567,35-45,Medina,Ohio,44256,East,Salaried Other,Male,Married,114300
ATQCUS2018,21-24,Medina,Ohio,44256,East,Salaried Other,Female,Married,74630
ATQCUS0137,25-34,Medina,Ohio,44256,East,Salaried IT Empl.,Male,Married,156190
ATQCUS1130,35-45,Medina,Ohio,44256,East,Salaried Other,Male,Married,101700
ATQCUS0301,25-34,Los Angeles,California,90032,West,Government Empl.,Male,Married,129610
ATQCUS3112,45+,Los Angeles,California,90032,West,Freelancers,Female,Married,98183
ATQCUS2900,35-45,Dublin,Ohio,43017,East,Salaried IT Empl.,Female,Married,164740
ATQCUS2398,25-34,Dublin,Ohio,43017,East,Salaried Other,Female,Married,101375
ATQCUS2772,35-45,Dublin,Ohio,43017,East,Freelancers,Female,Married,88148
ATQCUS1077,35-45,Dublin,Ohio,43017,East,Salaried IT Empl.,Male,Married,163965
ATQCUS2970,45+,Dublin,Ohio,43017,East,Salaried IT Empl.,Female,Married,173225
ATQCUS0310,25-34,Dublin,Ohio,43017,East,Government Empl.,Male,Married,125585
ATQCUS3694,35-45,Detroit,Michigan,48227,Central,Salaried IT Empl.,Male,Single,163625
ATQCUS3048,45+,Detroit,Michigan,48227,Central,Salaried IT Empl.,Female,Married,160988
ATQCUS2769,35-45,Detroit,Michigan,48227,Central,Freelancers,Female,Married,102465
ATQCUS2996,45+,Columbia,Tennessee,38401,South,Business Owners,Female,Married,194030
ATQCUS0474,25-34,Columbia,Tennessee,38401,South,Salaried IT Empl.,Male,Married,159105
ATQCUS1909,45+,Charlotte,North Carolina,28205,South,Salaried IT Empl.,Male,Married,181880
ATQCUS0148,25-34,Tampa,Florida,33614,South,Salaried IT Empl.,Male,Married,158323
ATQCUS1174,35-45,Tampa,Florida,33614,South,Freelancers,Male,Married,88730
ATQCUS3560,25-34,Tampa,Florida,33614,South,Freelancers,Male,Single,85435
ATQCUS2903,35-45,Tampa,Florida,33614,South,Salaried IT Empl.,Female,Married,166740
ATQCUS0123,21-24,Tampa,Florida,33614,South,Government Empl.,Male,Married,98633
ATQCUS1681,45+,Santa Clara,California,95051,West,Salaried Other,Male,Married,119658
ATQCUS1017,35-45,Chicago,Illinois,60610,Central,Business Owners,Male,Married,193980
ATQCUS0415,25-34,Chicago,Illinois,60610,Central,Business Owners,Male,Married,173308
ATQCUS2063,21-24,Chicago,Illinois,60610,Central,Salaried Other,Female,Married,73275
ATQCUS3137,21-24,Chicago,Illinois,60610,Central,Salaried IT Empl.,Male,Single,123753
ATQCUS2928,35-45,Chicago,Illinois,60610,Central,Salaried Other,Female,Married,111425
ATQCUS0403,25-34,Chicago,Illinois,60610,Central,Business Owners,Male,Married,178895
ATQCUS3714,35-45,Chicago,Illinois,60610,Central,Salaried Other,Male,Single,106990
ATQCUS3338,21-24,Lakeville,Minnesota,55044,Central,Business Owners,Male,Single,135390
ATQCUS0642,25-34,Lakeville,Minnesota,55044,Central,Salaried Other,Male,Married,96903
ATQCUS1915,45+,Lakeville,Minnesota,55044,Central,Salaried IT Empl.,Male,Married,181075
ATQCUS0920,35-45,Lakeville,Minnesota,55044,Central,Salaried IT Empl.,Male,Married,162258
ATQCUS2574,35-45,Lakeville,Minnesota,55044,Central,Salaried IT Empl.,Female,Married,152580
ATQCUS0054,21-24,San Francisco,California,94109,West,Business Owners,Male,Married,132660
ATQCUS1116,35-45,San Diego,California,92037,West,Salaried Other,Male,Married,101595
ATQCUS2193,25-34,San Diego,California,92037,West,Salaried IT Empl.,Female,Married,160840
ATQCUS0853,25-34,New York City,New York,10024,East,Freelancers,Male,Married,86440
ATQCUS0680,25-34,New York City,New York,10024,East,Business Owners,Male,Married,179158
ATQCUS1163,35-45,Chicago,Illinois,60623,Central,Freelancers,Male,Married,88028
ATQCUS1165,35-45,Chicago,Illinois,60623,Central,Freelancers,Male,Married,93830
ATQCUS1999,45+,Chicago,Illinois,60623,Central,Government Empl.,Male,Married,157493
ATQCUS1906,45+,Chicago,Illinois,60623,Central,Salaried IT Empl.,Male,Married,170355
ATQCUS1336,35-45,New York City,New York,10009,East,Government Empl.,Male,Married,138233
ATQCUS0643,25-34,New York City,New York,10009,East,Salaried Other,Male,Married,92450
ATQCUS2579,35-45,New York City,New York,10009,East,Salaried Other,Female,Married,100168
ATQCUS3583,25-34,Pasadena,Texas,77506,Central,Salaried IT Empl.,Male,Single,152500
ATQCUS2213,25-34,Houston,Texas,77036,Central,Salaried IT Empl.,Female,Married,153248
ATQCUS1154,35-45,Houston,Texas,77036,Central,Business Owners,Male,Married,202293
ATQCUS0410,25-34,Chicago,Illinois,60610,Central,Business Owners,Male,Married,177975
ATQCUS2979,45+,Brentwood,California,94513,West,Salaried Other,Female,Married,106755
ATQCUS2708,35-45,Chapel Hill,North Carolina,27514,South,Government Empl.,Female,Married,141333
ATQCUS0750,25-34,Morristown,New Jersey,7960,East,Government Empl.,Male,Married,128418
ATQCUS0075,21-24,Cincinnati,Ohio,45231,East,Business Owners,Male,Married,123873
ATQCUS1898,45+,Cincinnati,Ohio,45231,East,Government Empl.,Male,Married,144475
ATQCUS2663,35-45,San Francisco,California,94110,West,Salaried Other,Female,Married,104500
ATQCUS3806,21-24,San Francisco,California,94109,West,Salaried IT Empl.,Female,Single,114620
ATQCUS0278,25-34,San Francisco,California,94109,West,Freelancers,Male,Married,89168
ATQCUS1145,35-45,San Francisco,California,94109,West,Business Owners,Male,Married,170740
ATQCUS3412,21-24,Inglewood,California,90301,West,Salaried IT Empl.,Male,Single,119488
ATQCUS0517,25-34,Inglewood,California,90301,West,Business Owners,Male,Married,165075
ATQCUS1409,35-45,Philadelphia,Pennsylvania,19140,East,Salaried Other,Male,Married,101333
ATQCUS2418,25-34,Philadelphia,Pennsylvania,19140,East,Salaried Other,Female,Married,91848
ATQCUS2783,35-45,Philadelphia,Pennsylvania,19140,East,Salaried IT Empl.,Female,Married,162830
ATQCUS0688,25-34,Philadelphia,Pennsylvania,19140,East,Business Owners,Male,Married,169210
ATQCUS0012,21-24,Houston,Texas,77070,Central,Salaried IT Empl.,Male,Married,118965
ATQCUS2188,25-34,Houston,Texas,77070,Central,Salaried IT Empl.,Female,Married,151478
ATQCUS3334,21-24,Los Angeles,California,90004,West,Business Owners,Male,Single,135413
ATQCUS0892,35-45,Portland,Oregon,97206,West,Salaried IT Empl.,Male,Married,161053
ATQCUS1272,35-45,Portland,Oregon,97206,West,Business Owners,Male,Married,179070
ATQCUS3977,25-34,Portland,Oregon,97206,West,Government Empl.,Female,Single,136283
ATQCUS2167,25-34,Tamarac,Florida,33319,South,Government Empl.,Female,Married,131450
ATQCUS2174,25-34,Tamarac,Florida,33319,South,Government Empl.,Female,Married,129755
ATQCUS2552,35-45,Tamarac,Florida,33319,South,Salaried IT Empl.,Female,Married,153623
ATQCUS1539,35-45,Columbus,Ohio,43229,East,Salaried IT Empl.,Male,Married,166888
ATQCUS0051,21-24,Columbus,Ohio,43229,East,Salaried Other,Male,Married,70423
ATQCUS2157,25-34,Columbus,Ohio,43229,East,Freelancers,Female,Married,88208
ATQCUS3179,21-24,Columbus,Ohio,43229,East,Salaried Other,Male,Single,74218
ATQCUS2285,25-34,Colorado Springs,Colorado,80906,West,Salaried IT Empl.,Female,Married,157815
ATQCUS2813,35-45,Colorado Springs,Colorado,80906,West,Salaried IT Empl.,Female,Married,158950
ATQCUS2684,35-45,Colorado Springs,Colorado,80906,West,Business Owners,Female,Married,184610
ATQCUS3988,25-34,Colorado Springs,Colorado,80906,West,Salaried Other,Female,Single,101593
ATQCUS2692,35-45,Colorado Springs,Colorado,80906,West,Freelancers,Female,Married,93445
ATQCUS1860,45+,Belleville,New Jersey,7109,East,Business Owners,Male,Married,191458
ATQCUS2540,35-45,Belleville,New Jersey,7109,East,Salaried IT Empl.,Female,Married,157148
ATQCUS3532,25-34,Belleville,New Jersey,7109,East,Freelancers,Male,Single,85845
ATQCUS3630,25-34,Belleville,New Jersey,7109,East,Salaried Other,Male,Single,98468
ATQCUS2833,35-45,Belleville,New Jersey,7109,East,Salaried Other,Female,Married,102473
ATQCUS1750,45+,Chicago,Illinois,60623,Central,Salaried IT Empl.,Male,Married,173593
ATQCUS2078,21-24,New York City,New York,10024,East,Government Empl.,Female,Married,102475
ATQCUS0321,25-34,Taylor,Michigan,48180,Central,Salaried IT Empl.,Male,Married,157773
ATQCUS0002,21-24,Lakewood,New Jersey,8701,East,Salaried IT Empl.,Male,Married,118340
ATQCUS3315,21-24,Lakewood,New Jersey,8701,East,Salaried IT Empl.,Male,Single,113960
ATQCUS3969,25-34,Arlington,Virginia,22204,South,Salaried Other,Female,Single,99683
